Surname,Name,Middle_name,Type,"Количество доставок"
Третьяков,Герасим,Егорович,АИ-95,508
Третьяков,Герасим,Егорович,АИ-98,252
Третьяков,Герасим,Егорович,"Биодизельное топливо",177
Третьяков,Герасим,Егорович,"Дизельное топливо",420
Третьяков,Герасим,Егорович,Керосин,448
Филиппов,Селиван,Эдуардович,АИ-100,554
Филиппов,Селиван,Эдуардович,АИ-101,609
Филиппов,Селиван,Эдуардович,АИ-102,459
Филиппов,Селиван,Эдуардович,АИ-80,507
Филиппов,Селиван,Эдуардович,АИ-92,573
Филиппов,Селиван,Эдуардович,АИ-95,507
Филиппов,Селиван,Эдуардович,АИ-98,602
Филиппов,Селиван,Эдуардович,"Биодизельное топливо",696
Филиппов,Селиван,Эдуардович,"Дизельное топливо",415
Филиппов,Селиван,Эдуардович,Керосин,636
Некрасов,Влас,Фёдорович,АИ-100,389
Некрасов,Влас,Фёдорович,АИ-101,390
Некрасов,Влас,Фёдорович,АИ-102,176
Некрасов,Влас,Фёдорович,АИ-80,164
Некрасов,Влас,Фёдорович,АИ-92,382
Некрасов,Влас,Фёдорович,АИ-95,575
Некрасов,Влас,Фёдорович,АИ-98,341
Некрасов,Влас,Фёдорович,"Биодизельное топливо",360
Некрасов,Влас,Фёдорович,"Дизельное топливо",500
Некрасов,Влас,Фёдорович,Керосин,292
Медведев,Давыд,Игнатьевич,АИ-100,494
Медведев,Давыд,Игнатьевич,АИ-101,613
Медведев,Давыд,Игнатьевич,АИ-102,772
Медведев,Давыд,Игнатьевич,АИ-80,742
Медведев,Давыд,Игнатьевич,АИ-92,573
Медведев,Давыд,Игнатьевич,АИ-95,429
Медведев,Давыд,Игнатьевич,АИ-98,474
Медведев,Давыд,Игнатьевич,"Биодизельное топливо",562
Медведев,Давыд,Игнатьевич,"Дизельное топливо",805
Медведев,Давыд,Игнатьевич,Керосин,643
Макаров,Еремей,Григорьевич,АИ-100,536
Макаров,Еремей,Григорьевич,АИ-101,118
Макаров,Еремей,Григорьевич,АИ-102,530
Макаров,Еремей,Григорьевич,АИ-80,478
Макаров,Еремей,Григорьевич,АИ-92,222
Макаров,Еремей,Григорьевич,АИ-95,374
Макаров,Еремей,Григорьевич,АИ-98,401
Макаров,Еремей,Григорьевич,"Биодизельное топливо",343
Макаров,Еремей,Григорьевич,"Дизельное топливо",359
Макаров,Еремей,Григорьевич,Керосин,447
Громов,Илья,Исидорович,АИ-100,436
Громов,Илья,Исидорович,АИ-101,441
Громов,Илья,Исидорович,АИ-102,448
Громов,Илья,Исидорович,АИ-80,176
Громов,Илья,Исидорович,АИ-92,191
Громов,Илья,Исидорович,АИ-95,353
Громов,Илья,Исидорович,АИ-98,233
Громов,Илья,Исидорович,"Биодизельное топливо",255
Громов,Илья,Исидорович,"Дизельное топливо",184
Громов,Илья,Исидорович,Керосин,424
Самойлов,Касьян,Григорьевич,АИ-100,239
Самойлов,Касьян,Григорьевич,АИ-101,526
Самойлов,Касьян,Григорьевич,АИ-102,443
Самойлов,Касьян,Григорьевич,АИ-80,433
Самойлов,Касьян,Григорьевич,АИ-92,372
Самойлов,Касьян,Григорьевич,АИ-95,153
Самойлов,Касьян,Григорьевич,АИ-98,433
Самойлов,Касьян,Григорьевич,"Биодизельное топливо",427
Самойлов,Касьян,Григорьевич,"Дизельное топливо",758
Самойлов,Касьян,Григорьевич,Керосин,296
Дорофеев,Пров,Ефремович,АИ-100,398
Дорофеев,Пров,Ефремович,АИ-101,267
Дорофеев,Пров,Ефремович,АИ-102,589
Дорофеев,Пров,Ефремович,АИ-80,442
Дорофеев,Пров,Ефремович,АИ-92,506
Дорофеев,Пров,Ефремович,АИ-95,691
Дорофеев,Пров,Ефремович,АИ-98,432
Дорофеев,Пров,Ефремович,"Биодизельное топливо",570
Дорофеев,Пров,Ефремович,"Дизельное топливо",653
Дорофеев,Пров,Ефремович,Керосин,598
Захаров,Потап,Филиппович,АИ-100,392
Захаров,Потап,Филиппович,АИ-101,514
Захаров,Потап,Филиппович,АИ-102,516
Захаров,Потап,Филиппович,АИ-80,455
Захаров,Потап,Филиппович,АИ-92,423
Захаров,Потап,Филиппович,АИ-95,337
Захаров,Потап,Филиппович,АИ-98,504
Захаров,Потап,Филиппович,"Биодизельное топливо",385
Захаров,Потап,Филиппович,"Дизельное топливо",543
Захаров,Потап,Филиппович,Керосин,406
Бобров,Онуфрий,Викентьевич,АИ-100,615
Бобров,Онуфрий,Викентьевич,АИ-101,240
Бобров,Онуфрий,Викентьевич,АИ-102,346
Бобров,Онуфрий,Викентьевич,АИ-80,475
Бобров,Онуфрий,Викентьевич,АИ-92,422
Бобров,Онуфрий,Викентьевич,АИ-95,599
Бобров,Онуфрий,Викентьевич,АИ-98,464
Бобров,Онуфрий,Викентьевич,"Биодизельное топливо",275
Бобров,Онуфрий,Викентьевич,"Дизельное топливо",558
Бобров,Онуфрий,Викентьевич,Керосин,515
Миронов,Никифор,Юльевич,АИ-100,330
Миронов,Никифор,Юльевич,АИ-101,581
Миронов,Никифор,Юльевич,АИ-102,328
Миронов,Никифор,Юльевич,АИ-80,447
Миронов,Никифор,Юльевич,АИ-92,315
Миронов,Никифор,Юльевич,АИ-95,308
Миронов,Никифор,Юльевич,АИ-98,481
Миронов,Никифор,Юльевич,"Биодизельное топливо",579
Миронов,Никифор,Юльевич,"Дизельное топливо",370
Миронов,Никифор,Юльевич,Керосин,356
Рожков,Лазарь,Харитонович,АИ-100,479
Рожков,Лазарь,Харитонович,АИ-101,938
Рожков,Лазарь,Харитонович,АИ-102,887
Рожков,Лазарь,Харитонович,АИ-80,581
Рожков,Лазарь,Харитонович,АИ-92,717
Рожков,Лазарь,Харитонович,АИ-95,692
Рожков,Лазарь,Харитонович,АИ-98,750
Рожков,Лазарь,Харитонович,"Биодизельное топливо",614
Рожков,Лазарь,Харитонович,"Дизельное топливо",594
Рожков,Лазарь,Харитонович,Керосин,695
Доронин,Демид,Александрович,АИ-100,555
Доронин,Демид,Александрович,АИ-101,581
Доронин,Демид,Александрович,АИ-102,453
Доронин,Демид,Александрович,АИ-80,484
Доронин,Демид,Александрович,АИ-92,242
Доронин,Демид,Александрович,АИ-95,468
Доронин,Демид,Александрович,АИ-98,307
Доронин,Демид,Александрович,"Биодизельное топливо",529
Доронин,Демид,Александрович,"Дизельное топливо",129
Доронин,Демид,Александрович,Керосин,518
Юдин,Сократ,Адамович,АИ-100,396
Юдин,Сократ,Адамович,АИ-101,446
Юдин,Сократ,Адамович,АИ-102,313
Юдин,Сократ,Адамович,АИ-80,309
Юдин,Сократ,Адамович,АИ-92,252
Юдин,Сократ,Адамович,АИ-95,276
Юдин,Сократ,Адамович,АИ-98,189
Юдин,Сократ,Адамович,"Биодизельное топливо",209
Юдин,Сократ,Адамович,"Дизельное топливо",399
Юдин,Сократ,Адамович,Керосин,365
Абрамов,Харлампий,Гавриилович,АИ-100,378
Абрамов,Харлампий,Гавриилович,АИ-101,449
Абрамов,Харлампий,Гавриилович,АИ-102,558
Абрамов,Харлампий,Гавриилович,АИ-80,372
Абрамов,Харлампий,Гавриилович,АИ-92,533
Абрамов,Харлампий,Гавриилович,АИ-95,403
Абрамов,Харлампий,Гавриилович,АИ-98,662
Абрамов,Харлампий,Гавриилович,"Биодизельное топливо",248
Абрамов,Харлампий,Гавриилович,"Дизельное топливо",412
Абрамов,Харлампий,Гавриилович,Керосин,611
Александров,Викентий,Ермолаевич,АИ-100,111
Александров,Викентий,Ермолаевич,АИ-101,302
Александров,Викентий,Ермолаевич,АИ-102,323
Александров,Викентий,Ермолаевич,АИ-80,350
Александров,Викентий,Ермолаевич,АИ-92,288
Александров,Викентий,Ермолаевич,АИ-95,547
Александров,Викентий,Ермолаевич,АИ-98,594
Александров,Викентий,Ермолаевич,"Биодизельное топливо",387
Александров,Викентий,Ермолаевич,"Дизельное топливо",319
Александров,Викентий,Ермолаевич,Керосин,114
Дьячков,Анисим,Герасимович,АИ-100,469
Дьячков,Анисим,Герасимович,АИ-101,637
Дьячков,Анисим,Герасимович,АИ-102,448
Дьячков,Анисим,Герасимович,АИ-80,614
Дьячков,Анисим,Герасимович,АИ-92,449
Дьячков,Анисим,Герасимович,АИ-95,479
Дьячков,Анисим,Герасимович,АИ-98,461
Дьячков,Анисим,Герасимович,"Биодизельное топливо",673
Дьячков,Анисим,Герасимович,"Дизельное топливо",595
Дьячков,Анисим,Герасимович,Керосин,394
Носков,Станимир,Демьянович,АИ-100,289
Носков,Станимир,Демьянович,АИ-101,422
Носков,Станимир,Демьянович,АИ-102,415
Носков,Станимир,Демьянович,АИ-80,475
Носков,Станимир,Демьянович,АИ-92,465
Носков,Станимир,Демьянович,АИ-95,573
Носков,Станимир,Демьянович,АИ-98,744
Носков,Станимир,Демьянович,"Биодизельное топливо",704
Носков,Станимир,Демьянович,"Дизельное топливо",283
Носков,Станимир,Демьянович,Керосин,503
Лазарев,Ратмир,Трифонович,АИ-100,737
Лазарев,Ратмир,Трифонович,АИ-101,239
Лазарев,Ратмир,Трифонович,АИ-102,534
Лазарев,Ратмир,Трифонович,АИ-80,740
Лазарев,Ратмир,Трифонович,АИ-92,607
Лазарев,Ратмир,Трифонович,АИ-95,369
Лазарев,Ратмир,Трифонович,АИ-98,254
Лазарев,Ратмир,Трифонович,"Биодизельное топливо",571
Лазарев,Ратмир,Трифонович,"Дизельное топливо",651
Лазарев,Ратмир,Трифонович,Керосин,704
Шарапов,Фома,Давыдович,АИ-100,396
Шарапов,Фома,Давыдович,АИ-101,476
Шарапов,Фома,Давыдович,АИ-102,380
Шарапов,Фома,Давыдович,АИ-80,552
Шарапов,Фома,Давыдович,АИ-92,327
Шарапов,Фома,Давыдович,АИ-95,329
Шарапов,Фома,Давыдович,АИ-98,434
Шарапов,Фома,Давыдович,"Биодизельное топливо",370
Шарапов,Фома,Давыдович,"Дизельное топливо",285
Шарапов,Фома,Давыдович,Керосин,621
Гусев,Леонид,Власович,АИ-100,438
Гусев,Леонид,Власович,АИ-101,288
Гусев,Леонид,Власович,АИ-102,108
Гусев,Леонид,Власович,АИ-80,159
Гусев,Леонид,Власович,АИ-92,127
Гусев,Леонид,Власович,АИ-95,184
Гусев,Леонид,Власович,АИ-98,174
Гусев,Леонид,Власович,"Биодизельное топливо",318
Гусев,Леонид,Власович,"Дизельное топливо",418
Гусев,Леонид,Власович,Керосин,292
Кудряшов,Иосиф,Эдгардович,АИ-100,722
Кудряшов,Иосиф,Эдгардович,АИ-101,585
Кудряшов,Иосиф,Эдгардович,АИ-102,213
Кудряшов,Иосиф,Эдгардович,АИ-80,608
Кудряшов,Иосиф,Эдгардович,АИ-92,504
Кудряшов,Иосиф,Эдгардович,АИ-95,495
Кудряшов,Иосиф,Эдгардович,АИ-98,491
Кудряшов,Иосиф,Эдгардович,"Биодизельное топливо",550
Кудряшов,Иосиф,Эдгардович,"Дизельное топливо",534
Кудряшов,Иосиф,Эдгардович,Керосин,441
Михеев,Кирилл,Ефимьевич,АИ-100,393
Михеев,Кирилл,Ефимьевич,АИ-101,555
Михеев,Кирилл,Ефимьевич,АИ-102,446
Михеев,Кирилл,Ефимьевич,АИ-80,467
Михеев,Кирилл,Ефимьевич,АИ-92,596
Михеев,Кирилл,Ефимьевич,АИ-95,622
Михеев,Кирилл,Ефимьевич,АИ-98,310
Михеев,Кирилл,Ефимьевич,"Биодизельное топливо",433
Михеев,Кирилл,Ефимьевич,"Дизельное топливо",570
Михеев,Кирилл,Ефимьевич,Керосин,894
Горбачев,Парфен,Адамович,АИ-100,747
Горбачев,Парфен,Адамович,АИ-101,406
Горбачев,Парфен,Адамович,АИ-102,654
Горбачев,Парфен,Адамович,АИ-80,680
Горбачев,Парфен,Адамович,АИ-92,604
Горбачев,Парфен,Адамович,АИ-95,796
Горбачев,Парфен,Адамович,АИ-98,939
Горбачев,Парфен,Адамович,"Биодизельное топливо",826
Горбачев,Парфен,Адамович,"Дизельное топливо",600
Горбачев,Парфен,Адамович,Керосин,842
Зиновьев,Симон,Георгиевич,АИ-100,398
Зиновьев,Симон,Георгиевич,АИ-101,587
Зиновьев,Симон,Георгиевич,АИ-102,407
Зиновьев,Симон,Георгиевич,АИ-80,317
Зиновьев,Симон,Георгиевич,АИ-92,304
Зиновьев,Симон,Георгиевич,АИ-95,649
Зиновьев,Симон,Георгиевич,АИ-98,334
Зиновьев,Симон,Георгиевич,"Биодизельное топливо",480
Зиновьев,Симон,Георгиевич,"Дизельное топливо",419
Зиновьев,Симон,Георгиевич,Керосин,289
Гордеев,Пахом,Георгиевич,АИ-100,232
Гордеев,Пахом,Георгиевич,АИ-101,314
Гордеев,Пахом,Георгиевич,АИ-102,266
Гордеев,Пахом,Георгиевич,АИ-80,416
Гордеев,Пахом,Георгиевич,АИ-92,377
Гордеев,Пахом,Георгиевич,АИ-95,330
Гордеев,Пахом,Георгиевич,АИ-98,342
Гордеев,Пахом,Георгиевич,"Биодизельное топливо",423
Гордеев,Пахом,Георгиевич,"Дизельное топливо",384
Гордеев,Пахом,Георгиевич,Керосин,550
Денисов,Лонгин,Фёдорович,АИ-100,328
Денисов,Лонгин,Фёдорович,АИ-101,240
Денисов,Лонгин,Фёдорович,АИ-102,236
Денисов,Лонгин,Фёдорович,АИ-80,327
Денисов,Лонгин,Фёдорович,АИ-92,252
Денисов,Лонгин,Фёдорович,АИ-95,142
Денисов,Лонгин,Фёдорович,АИ-98,311
Денисов,Лонгин,Фёдорович,"Биодизельное топливо",382
Денисов,Лонгин,Фёдорович,"Дизельное топливо",477
Денисов,Лонгин,Фёдорович,Керосин,245
Буров,Радислав,Артемьевич,АИ-100,363
Буров,Радислав,Артемьевич,АИ-101,390
Буров,Радислав,Артемьевич,АИ-102,516
Буров,Радислав,Артемьевич,АИ-80,359
Буров,Радислав,Артемьевич,АИ-92,450
Буров,Радислав,Артемьевич,АИ-95,629
Буров,Радислав,Артемьевич,АИ-98,610
Буров,Радислав,Артемьевич,"Биодизельное топливо",354
Буров,Радислав,Артемьевич,"Дизельное топливо",254
Буров,Радислав,Артемьевич,Керосин,630
Щербаков,Мариан,Власович,АИ-100,370
Щербаков,Мариан,Власович,АИ-101,526
Щербаков,Мариан,Власович,АИ-102,545
Щербаков,Мариан,Власович,АИ-80,445
Щербаков,Мариан,Власович,АИ-92,507
Щербаков,Мариан,Власович,АИ-95,374
Щербаков,Мариан,Власович,АИ-98,586
Щербаков,Мариан,Власович,"Биодизельное топливо",607
Щербаков,Мариан,Власович,"Дизельное топливо",450
Щербаков,Мариан,Власович,Керосин,379
Елисеев,Анисим,Венедиктович,АИ-100,501
Елисеев,Анисим,Венедиктович,АИ-101,520
Елисеев,Анисим,Венедиктович,АИ-102,247
Елисеев,Анисим,Венедиктович,АИ-80,761
Елисеев,Анисим,Венедиктович,АИ-92,667
Елисеев,Анисим,Венедиктович,АИ-95,584
Елисеев,Анисим,Венедиктович,АИ-98,514
Елисеев,Анисим,Венедиктович,"Биодизельное топливо",464
Елисеев,Анисим,Венедиктович,"Дизельное топливо",321
Елисеев,Анисим,Венедиктович,Керосин,509
Корнилов,Рубен,Чеславович,АИ-100,541
Корнилов,Рубен,Чеславович,АИ-101,605
Корнилов,Рубен,Чеславович,АИ-102,469
Корнилов,Рубен,Чеславович,АИ-80,621
Корнилов,Рубен,Чеславович,АИ-92,479
Корнилов,Рубен,Чеславович,АИ-95,366
Корнилов,Рубен,Чеславович,АИ-98,510
Корнилов,Рубен,Чеславович,"Биодизельное топливо",541
Корнилов,Рубен,Чеславович,"Дизельное топливо",677
Корнилов,Рубен,Чеславович,Керосин,632
Князев,Геннадий,Аверьянович,АИ-100,423
Князев,Геннадий,Аверьянович,АИ-101,532
Князев,Геннадий,Аверьянович,АИ-102,168
Князев,Геннадий,Аверьянович,АИ-80,687
Князев,Геннадий,Аверьянович,АИ-92,428
Князев,Геннадий,Аверьянович,АИ-95,413
Князев,Геннадий,Аверьянович,АИ-98,537
Князев,Геннадий,Аверьянович,"Биодизельное топливо",441
Князев,Геннадий,Аверьянович,"Дизельное топливо",491
Князев,Геннадий,Аверьянович,Керосин,485
Хохлов,Карл,Артурович,АИ-100,522
Хохлов,Карл,Артурович,АИ-101,658
Хохлов,Карл,Артурович,АИ-102,357
Хохлов,Карл,Артурович,АИ-80,531
Хохлов,Карл,Артурович,АИ-92,454
Хохлов,Карл,Артурович,АИ-95,139
Хохлов,Карл,Артурович,АИ-98,676
Хохлов,Карл,Артурович,"Биодизельное топливо",410
Хохлов,Карл,Артурович,"Дизельное топливо",592
Хохлов,Карл,Артурович,Керосин,566
Субботин,Евсей,Филатович,АИ-100,606
Субботин,Евсей,Филатович,АИ-101,518
Субботин,Евсей,Филатович,АИ-102,663
Субботин,Евсей,Филатович,АИ-80,355
Субботин,Евсей,Филатович,АИ-92,518
Субботин,Евсей,Филатович,АИ-95,601
Субботин,Евсей,Филатович,АИ-98,396
Субботин,Евсей,Филатович,"Биодизельное топливо",703
Субботин,Евсей,Филатович,"Дизельное топливо",427
Субботин,Евсей,Филатович,Керосин,889
Кузнецов,Аристарх,Устинович,АИ-100,536
Кузнецов,Аристарх,Устинович,АИ-101,193
Кузнецов,Аристарх,Устинович,АИ-102,824
Кузнецов,Аристарх,Устинович,АИ-80,676
Кузнецов,Аристарх,Устинович,АИ-92,375
Кузнецов,Аристарх,Устинович,АИ-95,389
Кузнецов,Аристарх,Устинович,АИ-98,762
Кузнецов,Аристарх,Устинович,"Биодизельное топливо",576
Кузнецов,Аристарх,Устинович,"Дизельное топливо",504
Кузнецов,Аристарх,Устинович,Керосин,710
Жданов,Дементий,Харлампьевич,АИ-100,122
Жданов,Дементий,Харлампьевич,АИ-101,326
Жданов,Дементий,Харлампьевич,АИ-102,269
Жданов,Дементий,Харлампьевич,АИ-80,306
Жданов,Дементий,Харлампьевич,АИ-92,227
Жданов,Дементий,Харлампьевич,АИ-95,386
Жданов,Дементий,Харлампьевич,АИ-98,309
Жданов,Дементий,Харлампьевич,"Биодизельное топливо",253
Жданов,Дементий,Харлампьевич,"Дизельное топливо",297
Жданов,Дементий,Харлампьевич,Керосин,398
Маслов,Изот,Фадеевич,АИ-100,252
Маслов,Изот,Фадеевич,АИ-101,435
Маслов,Изот,Фадеевич,АИ-102,333
Маслов,Изот,Фадеевич,АИ-80,174
Маслов,Изот,Фадеевич,АИ-92,183
Маслов,Изот,Фадеевич,АИ-95,223
Маслов,Изот,Фадеевич,АИ-98,398
Маслов,Изот,Фадеевич,"Биодизельное топливо",295
Маслов,Изот,Фадеевич,"Дизельное топливо",341
Маслов,Изот,Фадеевич,Керосин,183
Лукин,Модест,Бориславович,АИ-100,328
Лукин,Модест,Бориславович,АИ-101,619
Лукин,Модест,Бориславович,АИ-102,361
Лукин,Модест,Бориславович,АИ-80,766
Лукин,Модест,Бориславович,АИ-92,551
Лукин,Модест,Бориславович,АИ-95,608
Лукин,Модест,Бориславович,АИ-98,527
Лукин,Модест,Бориславович,"Биодизельное топливо",479
Лукин,Модест,Бориславович,"Дизельное топливо",515
Лукин,Модест,Бориславович,Керосин,405
Носков,Боян,Владленович,АИ-100,800
Носков,Боян,Владленович,АИ-101,890
Носков,Боян,Владленович,АИ-102,943
Носков,Боян,Владленович,АИ-80,648
Носков,Боян,Владленович,АИ-92,408
Носков,Боян,Владленович,АИ-95,580
Носков,Боян,Владленович,АИ-98,674
Носков,Боян,Владленович,"Биодизельное топливо",868
Носков,Боян,Владленович,"Дизельное топливо",399
Носков,Боян,Владленович,Керосин,657
Блохин,Иосиф,Ермолаевич,АИ-100,854
Блохин,Иосиф,Ермолаевич,АИ-101,805
Блохин,Иосиф,Ермолаевич,АИ-102,937
Блохин,Иосиф,Ермолаевич,АИ-80,525
Блохин,Иосиф,Ермолаевич,АИ-92,613
Блохин,Иосиф,Ермолаевич,АИ-95,605
Блохин,Иосиф,Ермолаевич,АИ-98,737
Блохин,Иосиф,Ермолаевич,"Биодизельное топливо",652
Блохин,Иосиф,Ермолаевич,"Дизельное топливо",586
Блохин,Иосиф,Ермолаевич,Керосин,668
Федосеев,Никон,Алексеевич,АИ-100,193
Федосеев,Никон,Алексеевич,АИ-101,380
Федосеев,Никон,Алексеевич,АИ-102,452
Федосеев,Никон,Алексеевич,АИ-80,369
Федосеев,Никон,Алексеевич,АИ-92,319
Федосеев,Никон,Алексеевич,АИ-95,247
Федосеев,Никон,Алексеевич,АИ-98,252
Федосеев,Никон,Алексеевич,"Биодизельное топливо",400
Федосеев,Никон,Алексеевич,"Дизельное топливо",442
Федосеев,Никон,Алексеевич,Керосин,518
Елисеев,Георгий,Иосипович,АИ-100,535
Елисеев,Георгий,Иосипович,АИ-101,656
Елисеев,Георгий,Иосипович,АИ-102,670
Елисеев,Георгий,Иосипович,АИ-80,603
Елисеев,Георгий,Иосипович,АИ-92,791
Елисеев,Георгий,Иосипович,АИ-95,531
Елисеев,Георгий,Иосипович,АИ-98,414
Елисеев,Георгий,Иосипович,"Биодизельное топливо",507
Елисеев,Георгий,Иосипович,"Дизельное топливо",304
Елисеев,Георгий,Иосипович,Керосин,592
Дементьев,Еремей,Витальевич,АИ-100,175
Дементьев,Еремей,Витальевич,АИ-101,258
Дементьев,Еремей,Витальевич,АИ-102,220
Дементьев,Еремей,Витальевич,АИ-80,296
Дементьев,Еремей,Витальевич,АИ-92,249
Дементьев,Еремей,Витальевич,АИ-95,459
Дементьев,Еремей,Витальевич,АИ-98,438
Дементьев,Еремей,Витальевич,"Биодизельное топливо",119
Дементьев,Еремей,Витальевич,"Дизельное топливо",323
Дементьев,Еремей,Витальевич,Керосин,257
Осипов,Константин,Захарьевич,АИ-100,326
Осипов,Константин,Захарьевич,АИ-101,518
Осипов,Константин,Захарьевич,АИ-102,577
Осипов,Константин,Захарьевич,АИ-80,485
Осипов,Константин,Захарьевич,АИ-92,424
Осипов,Константин,Захарьевич,АИ-95,396
Осипов,Константин,Захарьевич,АИ-98,613
Осипов,Константин,Захарьевич,"Биодизельное топливо",476
Осипов,Константин,Захарьевич,"Дизельное топливо",459
Осипов,Константин,Захарьевич,Керосин,392
Туров,Лазарь,Матвеевич,АИ-100,315
Туров,Лазарь,Матвеевич,АИ-101,270
Туров,Лазарь,Матвеевич,АИ-102,406
Туров,Лазарь,Матвеевич,АИ-80,256
Туров,Лазарь,Матвеевич,АИ-92,398
Туров,Лазарь,Матвеевич,АИ-95,310
Туров,Лазарь,Матвеевич,АИ-98,242
Туров,Лазарь,Матвеевич,"Биодизельное топливо",370
Туров,Лазарь,Матвеевич,"Дизельное топливо",201
Туров,Лазарь,Матвеевич,Керосин,439
Шубин,Вениамин,Власович,АИ-100,537
Шубин,Вениамин,Власович,АИ-101,512
Шубин,Вениамин,Власович,АИ-102,370
Шубин,Вениамин,Власович,АИ-80,763
Шубин,Вениамин,Власович,АИ-92,575
Шубин,Вениамин,Власович,АИ-95,603
Шубин,Вениамин,Власович,АИ-98,647
Шубин,Вениамин,Власович,"Биодизельное топливо",619
Шубин,Вениамин,Власович,"Дизельное топливо",809
Шубин,Вениамин,Власович,Керосин,555
Мартынов,Пантелеймон,Артемьевич,АИ-100,458
Мартынов,Пантелеймон,Артемьевич,АИ-101,370
Мартынов,Пантелеймон,Артемьевич,АИ-102,742
Мартынов,Пантелеймон,Артемьевич,АИ-80,509
Мартынов,Пантелеймон,Артемьевич,АИ-92,548
Мартынов,Пантелеймон,Артемьевич,АИ-95,364
Мартынов,Пантелеймон,Артемьевич,АИ-98,727
Мартынов,Пантелеймон,Артемьевич,"Биодизельное топливо",525
Мартынов,Пантелеймон,Артемьевич,"Дизельное топливо",353
Мартынов,Пантелеймон,Артемьевич,Керосин,458
Соловьев,Терентий,Бориславович,АИ-100,427
Соловьев,Терентий,Бориславович,АИ-101,328
Соловьев,Терентий,Бориславович,АИ-102,401
Соловьев,Терентий,Бориславович,АИ-80,562
Соловьев,Терентий,Бориславович,АИ-92,467
Соловьев,Терентий,Бориславович,АИ-95,450
Соловьев,Терентий,Бориславович,АИ-98,378
Соловьев,Терентий,Бориславович,"Биодизельное топливо",444
Соловьев,Терентий,Бориславович,"Дизельное топливо",463
Соловьев,Терентий,Бориславович,Керосин,373
Калашников,Олимпий,Артёмович,АИ-100,130
Калашников,Олимпий,Артёмович,АИ-101,422
Калашников,Олимпий,Артёмович,АИ-102,147
Калашников,Олимпий,Артёмович,АИ-80,192
Калашников,Олимпий,Артёмович,АИ-92,255
Калашников,Олимпий,Артёмович,АИ-95,195
Калашников,Олимпий,Артёмович,АИ-98,246
Калашников,Олимпий,Артёмович,"Биодизельное топливо",368
Калашников,Олимпий,Артёмович,"Дизельное топливо",262
Калашников,Олимпий,Артёмович,Керосин,254
Кудряшов,Всеволод,Яковлевич,АИ-100,645
Кудряшов,Всеволод,Яковлевич,АИ-101,434
Кудряшов,Всеволод,Яковлевич,АИ-102,982
Кудряшов,Всеволод,Яковлевич,АИ-80,894
Кудряшов,Всеволод,Яковлевич,АИ-92,699
Кудряшов,Всеволод,Яковлевич,АИ-95,636
Кудряшов,Всеволод,Яковлевич,АИ-98,605
Кудряшов,Всеволод,Яковлевич,"Биодизельное топливо",715
Кудряшов,Всеволод,Яковлевич,"Дизельное топливо",508
Кудряшов,Всеволод,Яковлевич,Керосин,631
Савин,Мартьян,Ефимьевич,АИ-100,506
Савин,Мартьян,Ефимьевич,АИ-101,302
Савин,Мартьян,Ефимьевич,АИ-102,376
Савин,Мартьян,Ефимьевич,АИ-80,648
Савин,Мартьян,Ефимьевич,АИ-92,380
Савин,Мартьян,Ефимьевич,АИ-95,286
Савин,Мартьян,Ефимьевич,АИ-98,403
Савин,Мартьян,Ефимьевич,"Биодизельное топливо",412
Савин,Мартьян,Ефимьевич,"Дизельное топливо",476
Савин,Мартьян,Ефимьевич,Керосин,257
Назаров,Епифан,Евстигнеевич,АИ-100,559
Назаров,Епифан,Евстигнеевич,АИ-101,397
Назаров,Епифан,Евстигнеевич,АИ-102,471
Назаров,Епифан,Евстигнеевич,АИ-80,188
Назаров,Епифан,Евстигнеевич,АИ-92,468
Назаров,Епифан,Евстигнеевич,АИ-95,435
Назаров,Епифан,Евстигнеевич,АИ-98,712
Назаров,Епифан,Евстигнеевич,"Биодизельное топливо",389
Назаров,Епифан,Евстигнеевич,"Дизельное топливо",384
Назаров,Епифан,Евстигнеевич,Керосин,295
Борисов,Моисей,Анатольевич,АИ-100,888
Борисов,Моисей,Анатольевич,АИ-101,882
Борисов,Моисей,Анатольевич,АИ-102,851
Борисов,Моисей,Анатольевич,АИ-80,1015
Борисов,Моисей,Анатольевич,АИ-92,1173
Борисов,Моисей,Анатольевич,АИ-95,731
Борисов,Моисей,Анатольевич,АИ-98,818
Борисов,Моисей,Анатольевич,"Биодизельное топливо",1185
Борисов,Моисей,Анатольевич,"Дизельное топливо",824
Борисов,Моисей,Анатольевич,Керосин,936
Евсеев,Аркадий,Иосифович,АИ-100,337
Евсеев,Аркадий,Иосифович,АИ-101,304
Евсеев,Аркадий,Иосифович,АИ-102,321
Евсеев,Аркадий,Иосифович,АИ-80,200
Евсеев,Аркадий,Иосифович,АИ-92,157
Евсеев,Аркадий,Иосифович,АИ-95,524
Евсеев,Аркадий,Иосифович,АИ-98,174
Евсеев,Аркадий,Иосифович,"Биодизельное топливо",186
Евсеев,Аркадий,Иосифович,"Дизельное топливо",123
Евсеев,Аркадий,Иосифович,Керосин,133
Макаров,Якуб,Ермилович,АИ-100,490
Макаров,Якуб,Ермилович,АИ-101,562
Макаров,Якуб,Ермилович,АИ-102,526
Макаров,Якуб,Ермилович,АИ-80,538
Макаров,Якуб,Ермилович,АИ-92,568
Макаров,Якуб,Ермилович,АИ-95,314
Макаров,Якуб,Ермилович,АИ-98,393
Макаров,Якуб,Ермилович,"Биодизельное топливо",525
